"","leadGram","gram","Record"
"523809","time off","for",2
"523813","a match","to",2
"523821","request a","match",2
"523824","who has","had",2
"523832","we can","even",2
"523875","to stay","busy",2
"523883","a video","about",2
"523905","about the","design",2
"523923","would be","really",2
"523954","plenty of","fresh",2
"523975","sad thing","is",2
"524013","dont know","all",2
"524053","is attached","to",2
"524152","im not","who",2
"524213","is yes","then",2
"524260","would be","wrong",2
"524262","anything else","it",2
"524271","food for","a",2
"524298","you cant","learn",2
"524386","ill be","doing",2
"524391","early and","headed",2
"524415","house for","a",2
"524470","last night","we",2
"524476","bob and","the",2
"524497","have to","wake",2
"524501","up to","an",2
"524569","destroyed by","the",2
"524571","has been","all",2
"524648","spearhead from","space",2
"524685","it definitely","didnt",2
"524706","working on","big",2
"524793","before and","during",2
"524871","why was","i",2
"524881","the car","has",2
"524885","also comes","with",2
"524887","and xm","satellite",2
"524889","comes with","an",2
"524898","xm satellite","radio",2
"524915","as the","full",2
"524973","in market","value",2
"524995","is a","path",2
"525032","is what","keeps",2
"525048","so in","theory",2
"525074","us to","another",2
"525098","a big","hole",2
"525122","would soon","be",2
"525167","but often","the",2
"525174","is hard","but",2
"525181","an emotional","level",2
"525194","do better","if",2
"525238","permission to","do",2
"525355","take out","of",2
"525359","and next","to",2
"525386","one it","was",2
"525392","a scratch","off",2
"525410","i handed","him",2
"525423","and it","wont",2
"525458","with too","much",2
"525464","my adult","life",2
"525491","i moved","away",2
"525522","it daily","or",2
"525556","nd marking","period",2
"525559","the nd","marking",2
"525579","love and","my",2
"525588","my need","to",2
"525623","had to","finish",2
"525644","and is","put",2
"525667","not attend","to",2
"525673","at things","like",2
"525723","right to","their",2
"525749","to follow","along",2
"525759","they have","given",2
"525786","that interests","me",2
"525791","noticed that","a",2
"525798","in one","central",2
"525800","one central","place",2
"525805","goes in","it",2
"525823","of plants","is",2
"525828","been missing","for",2
"525830","missing for","a",2
"525871","which had","been",2
"525931","include more","than",2
"526005","in the","precious",2
"526014","me that","way",2
"526016","see me","that",2
"526018","that way","in",2
"526028","if we","start",2
"526067","they were","beating",2
"526101","lived in","her",2
"526106","from the","tree",2
"526110","mother on","the",2
"526126","any of","their",2
"526137","conversation as","he",2
"526144","he made","it",2
"526169","tonight when","we",2
"526196","that we","needed",2
"526228","put away","some",2
"526242","good time","with",2
"526250","time with","daddy",2
"526254","so they","gave",2
"526256","they gave","up",2
"526267","of the","yard",2
"526285","see nothing","wrong",2
"526301","that d","printing",2
"526312","objects that","are",2
"526361","is as","follows",2
"526370","explosives which","are",2
"526412","is especially","so",2
"526414","so if","the",2
"526434","find anything","of",2
"526470","ask for","something",2
"526494","was a","far",2
"526506","for the","mayor",2
"526510","of poverty","and",2
"526534","this school","year",2
"526538","all his","time",2
"526546","time with","young",2
"526570","book at","the",2
"526597","or would","it",2
"526608","glswearjar and","it",2
"526650","and day","it",2
"526661","car with","the",2
"526668","to get","drunk",2
"526670","would find","myself",2
"526677","my car","around",2
"526696","anymore and","i",2
"526699","i said","you",2
"526702","me all","the",2
"526704","take it","anymore",2
"526709","because there","just",2
"526720","him i","thought",2
"526742","have been","using",2
"526788","the dried","shrimps",2
"526802","look i","am",2
"526848","them a","lot",2
"526863","on your","blog",2
"526909","to move","her",2
"526921","an appointment","to",2
"526949","but with","my",2
"526955","this one","out",2
"526979","but they","didnt",2
"526987","to wait","and",2
"526997","that this","new",2
"527004","make sure","he",2
"527006","on no","matter",2
"527014","his first","runner",2
"527016","no looking","back",2
"527062","aware that","he",2
"527082","sense of","self",2
"527134","and lowered","the",2
"527160","didnt just","get",2
"527168","didnt think","he",2
"527170","he didnt","think",2
"527172","think he","needed",2
"527192","may have","drawn",2
"527198","time period","and",2
"527276","benefit from","the",2
"527286","that is","much",2
"527329","back in","for",2
"527340","have to","beg",2
"527341","rights that","are",2
"527380","encourages a","kind",2
"527396","of the","digital",2
"527407","wrestling with","the",2
"527440","movement to","help",2
"527486","a slight","breeze",2
"527544","the same","stories",2
"527552","was about","her",2
"527559","lived with","them",2
"527564","their twobedroom","apartment",2
"527565","twobedroom apartment","in",2
"527567","and saw","my",2
"527648","were forced","to",2
"527654","hear the","word",2
"527701","in following","the",2
"527711","therefore there","is",2
"527738","be some","kind",2
"527739","but there","wasnt",2
"527747","and he","asked",2
"527749","book and","he",2
"527751","he asked","in",2
"527760","me and","laughed",2
"527761","not understanding","why",2
"527765","was so","funny",2
"527781","later i","would",2
"527811","i spoke","of",2
"527821","not a","simple",2
"527843","ago and","im",2
"527844","and im","very",2
"527864","rather have","a",2
"527866","than nothing","at",2
"527871","depend on","it",2
"527877","of text","and",2
"527891","that they","actually",2
"527899","failed to","be",2
"527905","and my","question",2
"527952","ultimate form","of",2
"527995","and most","definitely",2
"528005","not enough","of",2
"528022","not too","shabby",2
"528042","be near","a",2
"528052","time they","come",2
"528065","it would","work",2
"528078","didnt tell","him",2
"528082","tell him","it",2
"528085","he saw","it",2
"528092","work and","went",2
"528093","and specifically","told",2
"528108","pillows and","the",2
"528121","and turns","out",2
"528127","she is","already",2
"528139","will do","is",2
"528154","last week","when",2
"528173","make it","and",2
"528194","in a","swap",2
"528197","sent me","this",2
"528198","so it","seemed",2
"528207","dp is","from",2
"528214","the dp","is",2
"528254","mother and","grandmother",2
"528277","a door","that",2
"528281","awaiting the","arrival",2
"528288","of her","daughter",2
"528301","not a","place",2
"528310","in her","world",2
"528341","time when","you",2
"528357","that ye","may",2
"528379","and im","left",2
"528409","that direction","and",2
"528410","to be","heading",2
"528426","linked to","my",2
"528438","to be","connected",2
"528449","and play","on",2
"528483","of my","refrigerator",2
"528488","it on","top",2
"528495","and then","return",2
"528504","home and","find",2
"528506","leave home","and",2
"528508","off when","i",2
"528537","paper in","the",2
"528555","ive been","hearing",2
"528561","can find","all",2
"528573","all the","news",2
"528587","credit for","writing",2
"528594","take credit","for",2
"528603","in one","spot",2
"528627","piece in","your",2
"528633","be doing","right",2
"528635","a surprise","to",2
"528637","as a","musician",2
"528639","but i","actually",2
"528647","this will","probably",2
"528648","to most","people",2
"528662","which do","not",2
"528715","at times","like",2
"528739","if not","to",2
"528767","before his","own",2
"528784","am a","terrible",2
"528798","own way","to",2
"528808","in me","because",2
"528828","theres no","denying",2
"528848","not get","any",2
"528861","in the","inner",2
"528862","invisible governors","are",2
"528864","members in","the",2
"528866","of their","fellow",2
"528944","public opinion","is",2
"528968","the chain","and",2
"529009","and just","waiting",2
"529025","small town","and",2
"529045","is now","seen",2
"529059","as the","food",2
"529113","between students","and",2
"529130","admit that","im",2
"529147","to the","general",2
"529169","in this","opera",2
"529170","not die","but",2
"529206","the subtlety","of",2
"529220","suddenly i","had",2
"529240","from the","weight",2
"529259","i did","say",2
"529279","scared that","i",2
"529282","was not","capable",2
"529303","you to","check",2
"529310","out as","an",2
"529316","and under","the",2
"529365","at which","i",2
"529388","was truly","a",2
"529420","when that","didnt",2
"529428","she no","longer",2
"529441","the authors","imagination",2
"529443","be forgiven","for",2
"529452","you shall","not",2
"529455","but was","in",2
"529456","in fact","not",2
"529464","who seemed","to",2
"529498","they had","taken",2
"529501","whoever it","was",2
"529538","with our","kids",2
"529600","ones that","dont",2
"529622","compared with","a",2
"529632","a room","in",2
"529636","book a","room",2
"529648","a stay","in",2
"529707","shots of","vodka",2
"529728","could be","very",2
"529769","but how","do",2
"529795","happen if","we",2
"529805","has romney","up",2
"529810","romney up","by",2
"529813","hurts me","to",2
"529814","it hurts","me",2
"529830","and everyone","of",2
"529831","earth for","a",2
"529840","of their","heads",2
"529866","present the","contemporary",2
"529867","the contemporary","world",2
"529868","the present","the",2
"529882","into the","past",2
"529887","the past","to",2
"529899","would result","in",2
"529928","be baptized","by",2
"529931","confess their","sins",2
"529938","to confess","their",2
"529951","a growing","number",2
"529958","the country","who",2
"529975","cost of","an",2
"530019","starting to","lose",2
"530074","small groups","and",2
"530084","how difficult","it",2
"530114","early twenties","i",2
"530126","at our","first",2
"530129","i knew","at",2
"530133","our first","meeting",2
"530135","years later","we",2
"530173","enough that","it",2
"530199","just one","example",2
"530226","dont realize","is",2
"530262","go all","the",2
"530288","kids always","have",2
"530289","the kids","always",2
"530322","however you","like",2
"530344","if youre","cooking",2
"530358","said unto","them",2
"530364","unto them","what",2
"530376","they said","unto",2
"530444","the producer","is",2
"530467","need is","there",2
"530469","of what","need",2
"530475","what need","is",2
"530484","if all","that",2
"530527","the produce","isle",2
"530537","glanced over","at",2
"530538","i glanced","over",2
"530554","everyone of","the",2
"530557","his knees","and",2
"530575","will be","tomorrow",2
